7471501,Parkallen,1 Bungalow With Basement,1952,93.980,13-OCT-2011,0,6524 112 STREET NW,555.813,0
7471501,Parkallen,1 Bungalow With Basement,1952,93.980,30-NOV-2011,301000,6524 112 STREET NW,555.813,358220
7471600,Parkallen,1 2 Storey With Basement,1999,234.600,11-JUL-2012,1,6528 112 STREET NW,555.764,1
7472004,Parkallen,1 1 1/2 Storey With Basement,1951,118.280,04-MAY-2011,360000,6544 112 STREET NW,555.547,423324
7472202,Parkallen,1 1 1/2 Storey With Basement,1951,142.440,29-APR-2010,430000,6552 112 STREET NW,567.505,493640
7478100,Parkallen,1 1 1/2 Storey With Basement,1951,112.900,01-MAY-2012,365000,6802 112 STREET NW,573.536,415662
7478605,Parkallen,1 Bungalow With Basement,1950,100.490,08-SEP-2010,0,6822 112 STREET NW,579.558,0
7481708,Parkallen,1 1 1/2 Storey With Basement,1950,132.890,23-MAR-2010,0,6831 112 STREET NW,623.626,0
7481708,Parkallen,1 1 1/2 Storey With Basement,1950,132.890,28-SEP-2010,347000,6831 112 STREET NW,623.626,410466
7487705,Parkallen,1 1 1/2 Storey With Basement,1949,124.400,07-AUG-2009,449000,7103 112 STREET NW,808.055,540776
7487705,Parkallen,1 1 1/2 Storey With Basement,1949,124.400,07-AUG-2009,449000,7103 112 STREET NW,808.055,540776
7510001,Parkallen,1 1 1/2 Storey With Basement,1951,138.368,19-OCT-2010,400000,6206 112A STREET NW,750.737,476040
7510100,Parkallen,1 1 1/2 Storey With Basement,1951,110.210,18-OCT-2010,352500,6210 112A STREET NW,705.060,419510
7510209,Parkallen,1 1 1/2 Storey With Basement,1951,164.000,17-AUG-2012,491000,6214 112A STREET NW,689.288,558071
7460603,Parkallen,1 1 1/2 Storey With Basement,1950,111.340,04-JUN-2012,362000,6227 112A STREET NW,506.946,408155
7460504,Parkallen,1 1 1/2 Storey With Basement,1951,133.280,21-AUG-2012,396000,6231 112A STREET NW,567.289,450094
7510803,Parkallen,1 1 1/2 Storey With Basement,1950,123.720,17-AUG-2010,375000,6238 112A STREET NW,650.280,440963
7460306,Parkallen,1 1 1/2 Storey With Basement,1951,83.300,05-NOV-2012,0,6239 112A STREET NW,519.028,0
7460207,Parkallen,1 1 1/2 Storey With Basement,1950,108.850,15-AUG-2012,0,6243 112A STREET NW,519.022,0
7459902,Parkallen,1 Bungalow With Basement,1950,96.590,04-JUL-2013,350000,6255 112A STREET NW,519.049,382200
7511306,Parkallen,1 1 1/2 Storey With Basement,1950,128.380,12-AUG-2009,416000,6258 112A STREET NW,559.180,501030
7459803,Parkallen,1 1 1/2 Storey With Basement,1950,127.844,10-JUN-2014,411000,6259 112A STREET NW,519.035,411000
7511801,Parkallen,1 1 1/2 Storey With Basement,1950,106.940,09-NOV-2010,330000,6274 112A STREET NW,559.140,395076
7512007,Parkallen,1 1 1/2 Storey With Basement,1950,128.380,19-JUL-2011,355000,6282 112A STREET NW,572.130,412439
7469307,Parkallen,1 1 1/2 Storey With Basement,1950,114.320,25-OCT-2012,170000,6510 112A STREET NW,598.048,194769
7469307,Parkallen,1 1 1/2 Storey With Basement,1950,114.320,23-NOV-2011,0,6510 112A STREET NW,598.048,0
7470701,Parkallen,1 Bungalow With Basement,1951,71.890,27-APR-2010,342000,6511 112A STREET NW,555.314,392616
7469208,Parkallen,1 Bungalow With Basement,1950,79.160,03-AUG-2012,0,6514 112A STREET NW,598.062,0
7469208,Parkallen,1 Bungalow With Basement,1950,79.160,03-AUG-2012,354000,6514 112A STREET NW,598.062,402356
7470602,Parkallen,1 1 1/2 Storey With Basement,1952,108.670,22-APR-2013,0,6515 112A STREET NW,555.294,0
7470602,Parkallen,1 1 1/2 Storey With Basement,1952,108.670,27-MAR-2013,0,6515 112A STREET NW,555.294,0
7469000,Parkallen,1 Bungalow With Basement,1950,79.160,19-MAY-2011,250000,6522 112A STREET NW,572.013,293975
7470305,Parkallen,1 1 1/2 Storey With Basement,1952,122.230,27-SEP-2011,350000,6527 112A STREET NW,531.158,411565
7468408,Parkallen,1 Bungalow With Basement,1950,79.580,16-AUG-2011,408000,6546 112A STREET NW,623.944,476870
7469604,Parkallen,1 1 1/2 Storey With Basement,1950,116.990,30-MAY-2012,440000,6555 112A STREET NW,593.195,501072
7496003,Parkallen,1 Bungalow With Basement,1950,98.300,28-NOV-2013,379000,6718 112A STREET NW,611.195,400830
7480809,Parkallen,1 1 1/2 Storey With Basement,1951,113.590,27-JUL-2009,375000,6719 112A STREET NW,567.594,456188
7480700,Parkallen,1 1 1/2 Storey With Basement,1951,109.090,06-JUN-2011,420000,6723 112A STREET NW,568.767,490896
7480601,Parkallen,1 1 1/2 Storey With Basement,1950,122.440,22-DEC-2009,355000,6803 112A STREET NW,573.556,410806
7480502,Parkallen,1 1 1/2 Storey With Basement,1950,120.130,27-MAY-2010,370000,6807 112A STREET NW,555.482,427313
7495609,Parkallen,1 1 1/2 Storey With Basement,1950,132.200,03-DEC-2009,422000,6810 112A STREET NW,598.164,488338
7479900,Parkallen,1 1 1/2 Storey With Basement,1952,126.920,06-FEB-2012,360000,6827 112A STREET NW,555.482,422460
7494800,Parkallen,1 2 Storey With Basement,1950,224.400,03-FEB-2012,605000,6842 112A STREET NW,665.801,709968
7494503,Parkallen,1 Bungalow With Basement,1952,126.400,09-OCT-2013,1,6854 112A STREET NW,1,032.797,1
7490501,Parkallen,1 2 Storey With Basement,1950,161.200,12-AUG-2009,544000,7103 113 STREET NW,914.199,655194
7490501,Parkallen,1 2 Storey With Basement,1950,161.800,28-JUN-2011,495000,7103 113 STREET NW,914.199,578556
7504707,Parkallen,1 2 Storey With Basement,1950,158.760,07-MAY-2010,0,10902 62 AVENUE NW,835.917,0
7507502,Parkallen,1 1 1/2 Storey With Basement,1955,136.410,31-JAN-2011,0,10907 62 AVENUE NW,810.466,0
7506900,Parkallen,1 1 1/2 Storey With Basement,1951,112.740,28-JUN-2013,395000,10931 62 AVENUE NW,546.237,434816
7505407,Parkallen,1 1 1/2 Storey With Basement,1951,105.460,02-JUN-2011,368500,10934 62 AVENUE NW,520.939,430703
7506801,Parkallen,1 1 1/2 Storey With Basement,1951,140.260,17-DEC-2013,417500,10935 62 AVENUE NW,546.202,438041
7506801,Parkallen,1 1 1/2 Storey With Basement,1951,140.260,03-DEC-2013,0,10935 62 AVENUE NW,546.202,0
7505704,Parkallen,1 1 1/2 Storey With Basement,1950,104.740,13-AUG-2013,1,10946 62 AVENUE NW,521.036,1
7506108,Parkallen,1 Bungalow With Basement,1950,76.080,10-JAN-2014,0,10962 62 AVENUE NW,516.448,0
7506223,Parkallen,1 1 1/2 Storey With Basement,1952,111.530,27-SEP-2013,410000,10967 62 AVENUE NW,546.103,440627
7507908,Parkallen,1 1 1/2 Storey With Basement,1953,111.360,12-APR-2012,400000,11103 62 AVENUE NW,567.570,460120
7457203,Parkallen,1 1 1/2 Storey With Basement,1951,129.120,19-JUL-2013,0,11110 62 AVENUE NW,570.813,0
7457005,Parkallen,1 1 1/2 Storey With Basement,1951,71.070,02-OCT-2012,420000,11118 62 AVENUE NW,570.703,481194
7457005,Parkallen,1 1 1/2 Storey With Basement,1951,71.070,13-AUG-2009,415000,11118 62 AVENUE NW,570.703,499826
7508401,Parkallen,1 1 1/2 Storey With Basement,1951,108.290,08-NOV-2013,527500,11123 62 AVENUE NW,572.219,557884
7508401,Parkallen,1 1 1/2 Storey With Basement,1951,108.290,14-NOV-2012,500000,11123 62 AVENUE NW,572.219,575150
7508401,Parkallen,1 1 1/2 Storey With Basement,1951,108.290,07-NOV-2011,282000,11123 62 AVENUE NW,572.219,335608
7456700,Parkallen,1 1 1/2 Storey With Basement,1952,104.740,10-AUG-2010,315000,11130 62 AVENUE NW,570.634,370409
7508708,Parkallen,1 1 1/2 Storey With Basement,1951,100.100,25-MAY-2011,425000,11135 62 AVENUE NW,572.149,499758
7508708,Parkallen,1 1 1/2 Storey With Basement,1951,100.100,27-SEP-2013,0,11135 62 AVENUE NW,572.149,0
7508708,Parkallen,1 1 1/2 Storey With Basement,1951,100.100,24-AUG-2012,438500,11135 62 AVENUE NW,572.149,498399
7508708,Parkallen,1 1 1/2 Storey With Basement,1951,100.100,12-JAN-2011,277000,11135 62 AVENUE NW,572.149,331624
7508708,Parkallen,1 1 1/2 Storey With Basement,1951,100.100,08-SEP-2010,0,11135 62 AVENUE NW,572.149,0
7508807,Parkallen,1 Bungalow With Basement,1958,110.380,27-JUN-2011,346500,11139 62 AVENUE NW,572.164,404989
7508807,Parkallen,1 Bungalow With Basement,1958,110.380,28-FEB-2011,0,11139 62 AVENUE NW,572.164,0
7456205,Parkallen,1 Bungalow With Basement,1950,77.420,04-JUN-2012,357000,11150 62 AVENUE NW,566.361,402518
7509409,Parkallen,1 Bungalow With Basement,1951,85.820,12-NOV-2013,362500,11163 62 AVENUE NW,693.276,383380
7509508,Parkallen,1 Bungalow With Basement,1951,96.800,29-NOV-2013,315000,11167 62 AVENUE NW,689.826,333144
7509706,Parkallen,1 1 1/2 Storey With Basement,1952,103.850,16-SEP-2010,360000,11175 62 AVENUE NW,741.007,425844
7509706,Parkallen,1 1 1/2 Storey With Basement,1952,103.850,27-JUN-2014,437000,11175 62 AVENUE NW,741.007,437000
7509805,Parkallen,1 Bungalow With Basement,1951,82.160,03-FEB-2010,75,000 11179 62 AVENUE NW,698.599 85,073
7500408,Parkallen,1 Bungalow With Basement,1999,133.400,17-JUL-2013,0,10906 63 AVENUE NW,622.234,0
7504509,Parkallen,1 Bungalow With Basement,1950,96.780,16-MAY-2014,468000,10909 63 AVENUE NW,948.803,471744
7504400,Parkallen,1 Bungalow With Basement,1950,75.500,23-JAN-2012,325000,10915 63 AVENUE NW,501.121,385223
7500804,Parkallen,1 2 Storey With Basement,1958,183.690,25-FEB-2013,0,10918 63 AVENUE NW,539.521,0
7504103,Parkallen,1 Bungalow With Basement,1950,79.380,05-DEC-2011,0,10927 63 AVENUE NW,501.203,0
7501208,Parkallen,1 Bungalow With Basement,1950,68.250,23-AUG-2013,387000,10934 63 AVENUE NW,539.561,419237
7503907,Parkallen,1 1 1/2 Storey With Basement,1950,101.920,16-JUN-2010,0,10935 63 AVENUE NW,501.260,0
7503808,Parkallen,1 1 1/2 Storey With Basement,1950,107.620,22-SEP-2009,516000,10939 63 AVENUE NW,501.285,615278
7501406,Parkallen,1 Bungalow With Basement,1950,66.430,13-MAY-2013,346500,10942 63 AVENUE NW,539.588,384476
7503501,Parkallen,1 1 1/2 Storey With Basement,1950,110.920,30-JUN-2014,372000,10951 63 AVENUE NW,501.367,372000
7503204,Parkallen,1 1 1/2 Storey With Basement,1950,106.870,30-AUG-2011,300000,10963 63 AVENUE NW,599.505,350640
7454705,Parkallen,1 Bungalow With Basement,1950,68.250,21-AUG-2013,292000,11127 63 AVENUE NW,483.546,316324
7454705,Parkallen,1 Bungalow With Basement,1950,68.250,19-SEP-2013,322500,11127 63 AVENUE NW,483.546,346591
7454705,Parkallen,1 Bungalow With Basement,1950,68.250,07-AUG-2013,0,11127 63 AVENUE NW,483.546,0
7464100,Parkallen,1 1 1/2 Storey With Basement,1950,120.650,10-JUN-2010,0,11130 63 AVENUE NW,520.088,0
7464209,Parkallen,1 Bungalow With Basement,1950,68.250,02-MAY-2011,285000,11134 63 AVENUE NW,520.137,335132
7455207,Parkallen,1 1 1/2 Storey With Basement,1950,118.660,03-JUL-2013,384500,11147 63 AVENUE NW,544.165,419874
7464605,Parkallen,1 Bungalow With Basement,1950,93.700,09-NOV-2010,304000,11150 63 AVENUE NW,526.456,363949
7464605,Parkallen,1 2 1/2 Story,2012,296.900,07-MAY-2014,999,950 11150 63 AVENUE NW,526.456 1,007,950
7455306,Parkallen,1 Bungalow With Basement,1950,68.250,14-SEP-2011,0,11151 63 AVENUE NW,480.709,0
7464704,Parkallen,1 Bungalow With Basement,1950,79.380,03-JUN-2010,326000,11154 63 AVENUE NW,564.412,378747
7455405,Parkallen,1 Bungalow With Basement,1950,89.770,30-MAR-2011,329300,11155 63 AVENUE NW,587.060,391900
7466600,Parkallen,1 2 Storey With Basement,1950,213.000,20-JUL-2012,675000,11006 64 AVENUE NW,481.386,764100
7502206,Parkallen,1 1 1/2 Storey With Basement,1950,101.920,26-SEP-2013,373000,11015 64 AVENUE NW,525.278,400863
7502107,Parkallen,1 1 1/2 Storey With Basement,1950,101.920,16-OCT-2009,380000,11019 64 AVENUE NW,506.252,448628
7502107,Parkallen,1 1 1/2 Storey With Basement,1950,101.920,31-JAN-2012,385000,11019 64 AVENUE NW,506.252,456341
7501802,Parkallen,1 Bungalow With Basement,1950,74.940,31-DEC-2010,10 11031 64 AVENUE NW,585.377 12
7467202,Parkallen,1 Bungalow With Basement,1950,68.250,05-MAR-2014,325000,11102 64 AVENUE NW,492.580,332898
7463300,Parkallen,1 Bungalow With Basement,1950,68.250,19-AUG-2013,375000,11103 64 AVENUE NW,548.206,406238
7467509,Parkallen,1 Bungalow With Basement,1950,71.790,29-MAY-2012,0,11114 64 AVENUE NW,501.031,0
7467509,Parkallen,1 Bungalow With Basement,1950,71.790,31-JUL-2012,315000,11114 64 AVENUE NW,501.031,356580
7467509,Parkallen,1 Bungalow With Basement,1950,71.790,15-APR-2014,0,11114 64 AVENUE NW,501.031,0
7467707,Parkallen,1 1 1/2 Storey With Basement,1950,104.740,18-JAN-2011,0,11122 64 AVENUE NW,501.012,0
7467707,Parkallen,1 1 1/2 Storey With Basement,1950,104.740,01-FEB-2013,380000,11122 64 AVENUE NW,501.012,431908
7462609,Parkallen,1 1 1/2 Storey With Basement,1950,105.410,02-JUN-2014,0,11131 64 AVENUE NW,534.208,0
7462401,Parkallen,1 Bungalow With Basement,1950,79.380,04-JUN-2012,0,11139 64 AVENUE NW,713.371,0
7462302,Parkallen,1 2 Storey Basementless,1950,222.350,28-OCT-2011,610000,11143 64 AVENUE NW,985.648,721569
7462302,Parkallen,1 2 Storey Basementless,1950,222.350,30-OCT-2012,0,11143 64 AVENUE NW,985.648,0
7496805,Parkallen,1 Bungalow With Basement,1970,110.420,31-AUG-2012,378888,10911 65 AVENUE NW,494.851,430644
7496706,Parkallen,1 1 1/2 Storey With Basement,1950,113.680,07-MAR-2013,370000,10915 65 AVENUE NW,494.922,417175
7475106,Parkallen,1 1 1/2 Storey With Basement,1951,118.174,26-MAR-2014,0,10926 65 AVENUE NW,495.941,0
7475205,Parkallen,1 1 1/2 Storey With Basement,1951,118.174,05-FEB-2013,392000,10930 65 AVENUE NW,495.940,445547
7475304,Parkallen,1 1 1/2 Storey With Basement,1951,118.174,02-JUL-2009,355000,10934 65 AVENUE NW,508.026,431858
7475304,Parkallen,1 1 1/2 Storey With Basement,1951,118.174,31-JUL-2013,448000,10934 65 AVENUE NW,508.026,489216
7475304,Parkallen,1 1 1/2 Storey With Basement,1951,118.174,22-DEC-2011,401000,10934 65 AVENUE NW,508.026,480077
7498900,Parkallen,1 1 1/2 Storey With Basement,1951,116.620,20-NOV-2012,1,10939 65 AVENUE NW,603.661,1
7475502,Parkallen,1 Bungalow With Basement,1953,90.850,30-SEP-2010,262500,10942 65 AVENUE NW,483.851,310511
7475502,Parkallen,1 Bungalow With Basement,1953,90.850,25-AUG-2010,0,10942 65 AVENUE NW,483.851,0
7498801,Parkallen,1 1 1/2 Storey With Basement,1951,113.680,01-MAY-2012,377500,10943 65 AVENUE NW,606.274,429897
7475601,Parkallen,1 Bungalow With Basement,1953,90.200,04-SEP-2013,346000,10946 65 AVENUE NW,508.001,371846
7475908,Parkallen,1 Bungalow With Basement,1951,97.520,10-JUN-2014,450000,10958 65 AVENUE NW,577.573,450000
7466204,Parkallen,1 1 1/2 Storey With Basement,1952,112.340,23-SEP-2011,390000,11011 65 AVENUE NW,531.233,458601
7466204,Parkallen,1 1 1/2 Storey With Basement,1952,112.340,04-AUG-2011,0,11011 65 AVENUE NW,531.233,0
7466147,Parkallen,1 Bungalow With Basement,1953,94.640,06-AUG-2009,360000,11027 65 AVENUE NW,526.399,433584
7461601,Parkallen,1 1 1/2 Storey With Basement,1950,119.130,22-NOV-2013,387500,11151 65 AVENUE NW,603.634,409820
7474505,Parkallen,1 Bungalow With Basement,1953,89.650,17-AUG-2012,336000,10903 66 AVENUE NW,471.782,381898
7474356,Parkallen,1 1 1/2 Storey With Basement,1953,115.770,02-JUN-2010,452000,10911 66 AVENUE NW,483.864,525134
7452303,Parkallen,1 1 1/2 Storey With Basement,1952,103.180,02-JUN-2011,1,10914 66 AVENUE NW,508.127,1
7452501,Parkallen,1 Bungalow With Basement,1951,93.150,04-JUN-2013,0,10924 66 AVENUE NW,604.416,0
7452709,Parkallen,1 1 1/2 Storey With Basement,1951,102.550,21-OCT-2010,0,10930 66 AVENUE NW,531.517,0
7452907,Parkallen,1 1 1/2 Storey With Basement,1951,102.550,04-SEP-2009,370000,10938 66 AVENUE NW,531.161,441188
7473705,Parkallen,1 1 1/2 Storey With Basement,1950,106.820,29-JUN-2011,1,10939 66 AVENUE NW,495.894,1
7453004,Parkallen,1 1 1/2 Storey With Basement,1951,102.550,13-DEC-2013,1,10942 66 AVENUE NW,530.987,1
7473309,Parkallen,1 1 1/2 Storey With Basement,1950,117.040,26-JUL-2010,0,10955 66 AVENUE NW,679.667,0
7473309,Parkallen,1 1 1/2 Storey With Basement,1950,117.040,08-JUN-2010,1,10955 66 AVENUE NW,679.667,1
7473309,Parkallen,1 1 1/2 Storey With Basement,1950,117.040,25-JUN-2014,0,10955 66 AVENUE NW,679.667,0
7473309,Parkallen,1 1 1/2 Storey With Basement,1950,117.040,27-JUL-2009,0,10955 66 AVENUE NW,679.667,0
7454309,Parkallen,1 1 1/2 Storey With Basement,1950,120.150,04-JUN-2014,0,10903 67 AVENUE NW,507.406,0
7449507,Parkallen,1 Bungalow With Basement,1952,88.760,26-NOV-2009,350000,10906 67 AVENUE NW,527.882,409080
7449606,Parkallen,1 Bungalow With Basement,1953,82.820,23-APR-2010,0,10912 67 AVENUE NW,521.767,0
7449606,Parkallen,1 Bungalow With Basement,1953,82.820,18-JUN-2012,375000,10912 67 AVENUE NW,521.767,422813
7453905,Parkallen,1 1 1/2 Storey With Basement,1950,91.050,19-JAN-2010,353000,10919 67 AVENUE NW,507.534,404432
7450000,Parkallen,1 Bungalow With Basement,1950,101.590,22-AUG-2013,472000,10922 67 AVENUE NW,597.389,511318
7451800,Parkallen,1 Bungalow With Basement,1944,89.700,29-FEB-2012,253800,10903 68 AVENUE NW,399.340,297834
7514300,Parkallen,1 Bungalow With Basement,1950,86.360,23-DEC-2010,0,10920 68 AVENUE NW,505.874,0
7514300,Parkallen,1 Bungalow With Basement,1950,86.360,20-AUG-2012,372000,10920 68 AVENUE NW,505.874,422815
7514409,Parkallen,1 Bungalow With Basement,1952,80.300,16-JAN-2013,0,10928 68 AVENUE NW,498.815,0
7514409,Parkallen,1 Bungalow With Basement,1952,80.300,07-OCT-2011,3 10928 68 AVENUE NW,498.815 4
7451156,Parkallen,1 Bi-Level,1975,90.440,03-SEP-2009,365000,10931 68 AVENUE NW,398.174,435226
7514805,Parkallen,1 1 1/2 Storey With Basement,1951,105.530,23-JUN-2011,291000,10944 68 AVENUE NW,513.969,340121
7450703,Parkallen,1 Bungalow With Basement,1950,73.900,15-FEB-2011,0,10947 68 AVENUE NW,650.778,0
7450703,Parkallen,1 2 Storey With Basement,2011,244.500,27-AUG-2012,804375,10947 68 AVENUE NW,650.778,914253
7450703,Parkallen,1 Bungalow With Basement,1950,73.900,30-MAR-2011,290000,10947 68 AVENUE NW,650.778,345129
7513658,Parkallen,1 Bungalow With Basement,1957,121.200,03-JUL-2009,338000,10909 69 AVENUE NW,372.449,411177
7513658,Parkallen,1 Bungalow With Basement,1957,121.200,01-JUN-2012,430000,10909 69 AVENUE NW,372.449,484825
7518103,Parkallen,1 Garage 0.000,28-MAY-2012,0,10916 69 AVENUE NW,404.597,0
7513203,Parkallen,1 2 Storey With Basement,1955,198.700,05-OCT-2013,573000,10933 69 AVENUE NW,463.865,610875
7513104,Parkallen,1 1 1/2 Storey With Basement,1950,117.220,10-AUG-2009,340900,10937 69 AVENUE NW,463.949,410580
7513104,Parkallen,1 1 1/2 Storey With Basement,1950,117.220,22-JUL-2009,0,10937 69 AVENUE NW,463.949,0
7513104,Parkallen,1 1 1/2 Storey With Basement,1950,117.220,16-AUG-2012,380000,10937 69 AVENUE NW,463.949,431908
7518806,Parkallen,1 1 1/2 Storey With Basement,1950,141.980,01-MAY-2012,472500,10944 69 AVENUE NW,556.773,538083
7518905,Parkallen,1 1 1/2 Storey With Basement,1950,117.400,14-DEC-2011,0,10948 69 AVENUE NW,556.856,0
7518905,Parkallen,1 1 1/2 Storey With Basement,1950,117.400,10-OCT-2012,335000,10948 69 AVENUE NW,556.856,383810
7519309,Parkallen,1 2 Storey With Basement,1951,162.600,08-NOV-2012,0,10947 70 AVENUE NW,623.175,0
7519309,Parkallen,1 1 1/2 Storey With Basement,1951,116.864,16-APR-2010,0,10947 70 AVENUE NW,623.175,0
7519200,Parkallen,1 2 Storey With Basement,1951,192.080,20-MAR-2014,0,10953 70 AVENUE NW,623.179,0
7523004,Parkallen,1 Bungalow With Basement,1951,73.500,23-MAR-2012,310000,10956 70 AVENUE NW,543.050,360158
7523004,Parkallen,1 2 Storey With Basement,2012,243.800,17-MAY-2013,860000,10956 70 AVENUE NW,543.050,954256
7519101,Parkallen,1 Bungalow With Basement,1951,103.940,10-MAY-2012,0,10957 70 AVENUE NW,614.613,0
7519101,Parkallen,1 Bungalow With Basement,1951,103.940,09-JUN-2014,340000,10957 70 AVENUE NW,614.613,340000
7523103,Parkallen,1 1 1/2 Storey With Basement,1951,142.890,01-DEC-2009,0,10960 70 AVENUE NW,543.002,0
7523103,Parkallen,1 1 1/2 Storey With Basement,1951,142.890,01-DEC-2009,0,10960 70 AVENUE NW,543.002,0
7523301,Parkallen,1 1 1/2 Storey With Basement,1950,108.850,10-SEP-2009,430000,10968 70 AVENUE NW,542.927,512732
